Date Time,PT Level,PT Flow gpm,Level_950,Vel_950,Flow_950,Battery_950
MM/dd/yyyy hh:mm:ss,in,gpm,in,fps,cfs,V
12/27/2020 11:50:00,,,0.10,0.40,0.29,
12/27/2020 11:55:00,0.13,0.385,0.10,0.40,0.29,
12/27/2020 12:00:00,0.10,0.190,0.10,0.40,0.29,12.11
12/27/2020 12:05:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 12:10:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 12:15:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 12:20:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 12:25:00,0.11,0.255,0.10,0.40,0.29,
12/27/2020 12:30:00,0.11,0.255,0.10,0.40,0.29,
12/27/2020 12:35:00,0.11,0.255,0.10,0.40,0.29,
12/27/2020 12:40:00,0.11,0.255,0.10,0.40,0.29,
12/27/2020 12:45:00,0.09,0.171,0.10,0.40,0.29,
12/27/2020 12:50:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 12:55:00,0.14,0.450,0.10,0.40,0.29,
12/27/2020 13:00:00,0.11,0.255,0.10,0.40,0.29,12.11
12/27/2020 13:05:00,0.11,0.255,0.10,0.40,0.29,
12/27/2020 13:10:00,0.13,0.385,0.10,0.40,0.29,
12/27/2020 13:15:00,0.12,0.320,0.10,0.40,0.29,
12/27/2020 13:20:00,0.11,0.255,0.10,0.40,0.29,
12/27/2020 13:25:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 13:30:00,0.12,0.320,0.10,0.40,0.29,
12/27/2020 13:35:00,0.11,0.255,0.10,0.40,0.29,
12/27/2020 13:40:00,0.11,0.255,0.10,0.40,0.29,
12/27/2020 13:45:00,0.11,0.255,0.10,0.40,0.29,
12/27/2020 13:50:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 13:55:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 14:00:00,0.12,0.320,0.10,0.40,0.29,12.11
12/27/2020 14:05:00,0.12,0.320,0.10,0.40,0.29,
12/27/2020 14:10:00,0.11,0.255,0.10,0.40,0.29,
12/27/2020 14:15:00,0.11,0.255,0.10,0.40,0.29,
12/27/2020 14:20:00,0.11,0.255,0.10,0.40,0.29,
12/27/2020 14:25:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 14:30:00,0.11,0.255,0.10,0.40,0.29,
12/27/2020 14:35:00,0.09,0.171,0.10,0.40,0.29,
12/27/2020 14:40:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 14:45:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 14:50:00,0.12,0.320,0.10,0.40,0.29,
12/27/2020 14:55:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 15:00:00,0.10,0.190,0.10,0.40,0.29,12.11
12/27/2020 15:05:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 15:10:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 15:15:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 15:20:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 15:25:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 15:30:00,0.11,0.255,0.10,0.40,0.29,
12/27/2020 15:35:00,0.09,0.171,0.10,0.40,0.29,
12/27/2020 15:40:00,0.07,0.133,0.10,0.40,0.29,
12/27/2020 15:45:00,0.08,0.152,0.10,0.40,0.29,
12/27/2020 15:50:00,0.11,0.255,0.10,0.40,0.29,
12/27/2020 15:55:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 16:00:00,0.09,0.171,0.10,0.40,0.29,12.11
12/27/2020 16:05:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 16:10:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 16:15:00,0.11,0.255,0.10,0.40,0.29,
12/27/2020 16:20:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 16:25:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 16:30:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 16:35:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 16:40:00,0.09,0.171,0.10,0.40,0.29,
12/27/2020 16:45:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 16:50:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 16:55:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 17:00:00,0.10,0.190,0.10,0.40,0.29,12.11
12/27/2020 17:05:00,0.12,0.320,0.10,0.40,0.29,
12/27/2020 17:10:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 17:15:00,0.08,0.152,0.10,0.40,0.29,
12/27/2020 17:20:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 17:25:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 17:30:00,0.11,0.255,0.10,0.40,0.29,
12/27/2020 17:35:00,0.11,0.255,0.10,0.40,0.29,
12/27/2020 17:40:00,0.11,0.255,0.10,0.40,0.29,
12/27/2020 17:45:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 17:50:00,0.09,0.171,0.10,0.40,0.29,
12/27/2020 17:55:00,0.12,0.320,0.10,0.40,0.29,
12/27/2020 18:00:00,0.09,0.171,0.10,0.40,0.29,12.11
12/27/2020 18:05:00,0.09,0.171,0.10,0.40,0.29,
12/27/2020 18:10:00,0.08,0.152,0.10,0.40,0.29,
12/27/2020 18:15:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 18:20:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 18:25:00,0.09,0.171,0.10,0.40,0.29,
12/27/2020 18:30:00,0.09,0.171,0.10,0.40,0.29,
12/27/2020 18:35:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 18:40:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 18:45:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 18:50:00,0.11,0.255,0.10,0.40,0.29,
12/27/2020 18:55:00,0.09,0.171,0.10,0.40,0.29,
12/27/2020 19:00:00,0.09,0.171,0.10,0.40,0.29,12.11
12/27/2020 19:05:00,0.09,0.171,0.10,0.40,0.29,
12/27/2020 19:10:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 19:15:00,0.09,0.171,0.10,0.40,0.29,
12/27/2020 19:20:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 19:25:00,0.11,0.255,0.10,0.40,0.29,
12/27/2020 19:30:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 19:35:00,0.09,0.171,0.10,0.40,0.29,
12/27/2020 19:40:00,0.11,0.255,0.10,0.40,0.29,
12/27/2020 19:45:00,0.08,0.152,0.10,0.40,0.29,
12/27/2020 19:50:00,0.09,0.171,0.10,0.40,0.29,
12/27/2020 19:55:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 20:00:00,0.10,0.190,0.10,0.40,0.29,12.11
12/27/2020 20:05:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 20:10:00,0.09,0.171,0.10,0.40,0.29,
12/27/2020 20:15:00,0.09,0.171,0.10,0.40,0.29,
12/27/2020 20:20:00,0.11,0.255,0.10,0.40,0.29,
12/27/2020 20:25:00,0.11,0.255,0.10,0.40,0.29,
12/27/2020 20:30:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 20:35:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 20:40:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 20:45:00,0.09,0.171,0.10,0.40,0.29,
12/27/2020 20:50:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 20:55:00,0.11,0.255,0.10,0.40,0.29,
12/27/2020 21:00:00,0.10,0.190,0.10,0.40,0.29,12.11
12/27/2020 21:05:00,0.07,0.133,0.10,0.40,0.29,
12/27/2020 21:10:00,0.09,0.171,0.10,0.40,0.29,
12/27/2020 21:15:00,0.11,0.255,0.10,0.40,0.29,
12/27/2020 21:20:00,0.12,0.320,0.10,0.40,0.29,
12/27/2020 21:25:00,0.12,0.320,0.10,0.40,0.29,
12/27/2020 21:30:00,0.09,0.171,0.10,0.40,0.29,
12/27/2020 21:35:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 21:40:00,0.11,0.255,0.10,0.40,0.29,
12/27/2020 21:45:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 21:50:00,0.11,0.255,0.10,0.40,0.29,
12/27/2020 21:55:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 22:00:00,0.09,0.171,0.10,0.40,0.29,12.10
12/27/2020 22:05:00,0.13,0.385,0.10,0.40,0.29,
12/27/2020 22:10:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 22:15:00,0.09,0.171,0.10,0.40,0.29,
12/27/2020 22:20:00,0.09,0.171,0.10,0.40,0.29,
12/27/2020 22:25:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 22:30:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 22:35:00,0.09,0.171,0.10,0.40,0.29,
12/27/2020 22:40:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 22:45:00,0.12,0.320,0.10,0.40,0.29,
12/27/2020 22:50:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 22:55:00,0.12,0.320,0.10,0.40,0.29,
12/27/2020 23:00:00,0.09,0.171,0.10,0.40,0.29,12.11
12/27/2020 23:05:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 23:10:00,0.11,0.255,0.10,0.40,0.29,
12/27/2020 23:15:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 23:20:00,0.11,0.255,0.10,0.40,0.29,
12/27/2020 23:25:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 23:30:00,0.11,0.255,0.10,0.40,0.29,
12/27/2020 23:35:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 23:40:00,0.11,0.255,0.10,0.40,0.29,
12/27/2020 23:45:00,0.10,0.190,0.10,0.40,0.29,
12/27/2020 23:50:00,0.38,4.274,0.10,0.40,0.29,
12/27/2020 23:55:00,0.51,14.414,0.10,0.41,0.29,
12/28/2020 00:00:00,0.51,14.414,0.10,0.40,0.29,12.10
12/28/2020 00:05:00,0.22,1.074,0.10,0.51,0.37,
12/28/2020 00:10:00,0.10,0.190,0.10,0.40,0.29,
12/28/2020 00:15:00,0.07,0.133,0.10,0.40,0.29,
12/28/2020 00:20:00,0.10,0.190,0.10,0.40,0.29,
12/28/2020 00:25:00,0.09,0.171,0.10,0.40,0.29,
12/28/2020 00:30:00,0.10,0.190,0.10,0.40,0.29,
12/28/2020 00:35:00,0.09,0.171,0.10,0.40,0.29,
12/28/2020 00:40:00,0.09,0.171,0.10,0.40,0.29,
12/28/2020 00:45:00,0.08,0.152,0.10,0.40,0.29,
12/28/2020 00:50:00,0.09,0.171,0.10,0.40,0.29,
12/28/2020 00:55:00,0.09,0.171,0.10,0.40,0.29,
12/28/2020 01:00:00,0.09,0.171,0.10,0.40,0.29,12.11
12/28/2020 01:05:00,0.10,0.190,0.10,0.40,0.29,
12/28/2020 01:10:00,0.10,0.190,0.10,0.40,0.29,
12/28/2020 01:15:00,0.11,0.255,0.10,0.40,0.29,
12/28/2020 01:20:00,0.08,0.152,0.10,0.40,0.29,
12/28/2020 01:25:00,0.10,0.190,0.10,0.40,0.29,
12/28/2020 01:30:00,0.10,0.190,0.10,0.40,0.29,
12/28/2020 01:35:00,0.09,0.171,0.10,0.40,0.29,
12/28/2020 01:40:00,0.10,0.190,0.10,0.40,0.29,
12/28/2020 01:45:00,0.10,0.190,0.10,0.40,0.29,
12/28/2020 01:50:00,0.09,0.171,0.10,0.40,0.29,
12/28/2020 01:55:00,0.08,0.152,0.10,0.40,0.29,
12/28/2020 02:00:00,0.11,0.255,0.10,0.40,0.29,12.11
12/28/2020 02:05:00,0.09,0.171,0.10,0.40,0.29,
12/28/2020 02:10:00,0.09,0.171,0.10,0.40,0.29,
12/28/2020 02:15:00,0.08,0.152,0.10,0.40,0.29,
12/28/2020 02:20:00,0.09,0.171,0.10,0.40,0.29,
12/28/2020 02:25:00,0.09,0.171,0.10,0.40,0.29,
12/28/2020 02:30:00,0.09,0.171,0.10,0.40,0.29,
12/28/2020 02:35:00,0.09,0.171,0.10,0.40,0.29,
12/28/2020 02:40:00,0.22,1.074,0.10,0.40,0.29,
12/28/2020 02:45:00,0.50,13.460,0.10,0.40,0.29,
12/28/2020 02:50:00,0.54,17.276,0.10,0.40,0.29,
12/28/2020 02:55:00,0.27,1.659,0.10,0.40,0.29,
12/28/2020 03:00:00,0.07,0.133,0.10,0.40,0.29,12.09
12/28/2020 03:05:00,0.09,0.171,0.10,0.40,0.29,
12/28/2020 03:10:00,0.09,0.171,0.10,0.40,0.29,
12/28/2020 03:15:00,16.49,8517.967,14.04,1.20,1212.61,
12/28/2020 03:16:00,15.09,,,1.54,,
12/28/2020 03:17:00,13.73,,,2.20,,
12/28/2020 03:18:00,11.02,,,4.52,,
12/28/2020 03:19:00,10.19,,,3.34,,
12/28/2020 03:20:00,10.02,3354.484,10.80,3.11,2218.79,
12/28/2020 03:21:00,9.80,,,3.35,,
12/28/2020 03:22:00,12.70,,,4.11,,
12/28/2020 03:23:00,12.31,,,4.10,,
12/28/2020 03:24:00,10.90,,,5.07,,
12/28/2020 03:25:00,9.20,2835.770,12.42,5.07,4373.39,
12/28/2020 03:26:00,7.85,,,4.15,,
12/28/2020 03:27:00,5.39,,,3.65,,
12/28/2020 03:28:00,4.64,,,3.98,,
12/28/2020 03:29:00,4.73,,,3.16,,
12/28/2020 03:30:00,3.74,695.574,2.92,3.65,401.24,
12/28/2020 03:35:00,1.21,100.004,3.57,3.89,575.58,
12/28/2020 03:40:00,1.75,192.875,3.11,4.91,594.08,
12/28/2020 03:45:00,7.00,1874.860,7.54,3.90,1693.23,
12/28/2020 03:46:00,8.93,,,3.85,,
12/28/2020 03:47:00,8.76,,,3.81,,
12/28/2020 03:48:00,9.60,,,3.56,,
12/28/2020 03:49:00,9.34,,,4.65,,
12/28/2020 03:50:00,9.19,2829.703,11.42,4.51,3476.57,
12/28/2020 03:51:00,8.13,,,5.20,,
12/28/2020 03:52:00,7.98,,,4.48,,
12/28/2020 03:53:00,6.95,,,4.41,,
12/28/2020 03:54:00,6.12,,,4.80,,
12/28/2020 03:55:00,6.08,1511.786,9.70,4.83,2977.16,
12/28/2020 03:56:00,4.46,,,4.84,,
12/28/2020 03:57:00,2.11,,,4.55,,
12/28/2020 03:58:00,1.07,,,3.58,,
12/28/2020 03:59:00,1.00,,,4.11,,
12/28/2020 04:00:00,1.46,140.318,3.25,3.82,493.96,12.07
12/28/2020 04:05:00,1.60,164.840,3.40,4.03,556.81,
12/28/2020 04:10:00,1.36,123.638,3.01,5.04,580.73,
12/28/2020 04:15:00,1.22,101.548,2.44,3.92,331.24,
12/28/2020 04:20:00,0.49,12.598,2.31,3.88,302.95,
12/28/2020 04:25:00,0.82,47.194,2.15,3.93,275.24,
12/28/2020 04:30:00,1.00,69.950,2.02,4.04,257.83,
12/28/2020 04:35:00,0.69,32.396,2.94,3.90,433.27,
12/28/2020 04:40:00,1.41,131.828,2.48,4.35,376.30,
12/28/2020 04:45:00,1.41,131.828,2.54,4.02,361.29,
12/28/2020 04:50:00,0.75,39.100,2.69,4.00,390.37,
12/28/2020 04:55:00,0.71,34.572,2.38,3.82,311.28,
12/28/2020 05:00:00,0.68,31.352,1.67,3.43,166.21,12.08
12/28/2020 05:05:00,0.70,33.440,1.69,2.92,143.80,
12/28/2020 05:10:00,0.83,48.411,1.85,2.99,168.04,
12/28/2020 05:15:00,0.83,48.411,1.61,3.26,149.50,
12/28/2020 05:20:00,0.90,56.930,1.17,1.84,52.63,
12/28/2020 05:25:00,0.78,42.496,1.04,2.33,55.97,
12/28/2020 05:30:00,0.93,60.836,0.83,1.73,29.65,
12/28/2020 05:35:00,0.84,49.628,0.75,1.47,21.42,
12/28/2020 05:40:00,0.78,42.496,0.62,1.23,13.54,
12/28/2020 05:45:00,0.65,28.220,0.66,1.01,12.26,
12/28/2020 05:50:00,0.60,23.000,0.58,0.82,8.07,
12/28/2020 05:55:00,0.62,25.088,0.53,0.40,3.52,
12/28/2020 06:00:00,0.57,20.138,0.49,0.40,3.11,12.07
12/28/2020 06:05:00,0.58,21.092,0.40,0.40,2.34,
12/28/2020 06:10:00,0.46,10.012,0.45,0.40,2.71,
12/28/2020 06:15:00,0.51,14.414,0.32,0.40,1.64,
12/28/2020 06:20:00,0.41,5.702,0.28,0.40,1.32,
12/28/2020 06:25:00,0.40,4.840,0.19,0.40,0.76,
12/28/2020 06:30:00,0.38,4.274,0.10,0.40,0.29,
12/28/2020 06:35:00,0.38,4.274,0.10,0.40,0.29,
12/28/2020 06:40:00,0.35,3.425,0.10,0.40,0.29,
12/28/2020 06:45:00,0.33,2.859,0.10,0.40,0.29,
12/28/2020 06:50:00,0.46,10.012,0.10,0.40,0.29,
12/28/2020 06:55:00,0.49,12.598,0.40,0.40,2.34,
12/28/2020 07:00:00,0.49,12.598,0.36,0.40,1.98,12.07
12/28/2020 07:05:00,0.52,15.368,0.49,0.40,3.11,
12/28/2020 07:10:00,0.99,68.648,0.70,1.66,22.15,
12/28/2020 07:15:00,0.46,10.012,2.19,3.40,246.13,
12/28/2020 07:20:00,0.50,13.460,1.93,2.68,160.40,
12/28/2020 07:25:00,0.89,55.713,1.55,3.50,151.61,
12/28/2020 07:30:00,0.78,42.496,2.41,3.43,284.21,
12/28/2020 07:35:00,0.89,55.713,1.91,2.88,169.27,
12/28/2020 07:40:00,1.13,88.198,1.88,3.06,176.29,
12/28/2020 07:45:00,1.13,88.198,1.51,2.25,93.84,
12/28/2020 07:50:00,1.21,100.004,1.13,2.17,58.61,
12/28/2020 07:55:00,1.21,100.004,0.79,1.96,31.00,
12/28/2020 08:00:00,0.92,59.534,0.96,2.17,45.85,12.08
12/28/2020 08:05:00,0.78,42.496,0.70,1.81,24.18,
12/28/2020 08:10:00,0.70,33.440,0.66,1.02,12.38,
12/28/2020 08:15:00,0.70,33.440,0.62,0.90,9.85,
12/28/2020 08:20:00,0.68,31.352,0.45,0.78,5.26,
12/28/2020 08:25:00,0.64,27.176,0.49,0.40,3.11,
12/28/2020 08:30:00,0.63,26.132,0.49,0.40,3.11,
12/28/2020 08:35:00,0.67,30.308,0.53,0.46,4.08,
12/28/2020 08:40:00,0.77,41.364,0.62,1.23,13.47,
12/28/2020 08:45:00,0.76,40.232,0.62,1.10,12.07,
12/28/2020 08:50:00,0.75,39.100,0.70,0.90,11.94,
12/28/2020 08:55:00,0.70,33.440,0.40,0.75,4.39,
12/28/2020 09:00:00,0.65,28.220,0.49,0.74,5.72,12.08
12/28/2020 09:05:00,0.57,20.138,0.58,0.42,4.11,
12/28/2020 09:10:00,0.50,13.460,0.58,0.43,4.24,
12/28/2020 09:15:00,0.54,17.276,0.32,0.40,1.64,
12/28/2020 09:20:00,0.48,11.736,0.32,0.40,1.64,
12/28/2020 09:25:00,0.43,7.426,0.45,0.40,2.71,
12/28/2020 09:30:00,0.40,4.840,0.23,0.40,1.03,
12/28/2020 09:35:00,0.39,4.557,0.10,0.40,0.29,
12/28/2020 09:40:00,0.37,3.991,0.10,0.40,0.29,
12/28/2020 09:45:00,0.32,2.576,0.10,0.40,0.29,
12/28/2020 09:50:00,0.33,2.859,0.10,0.40,0.29,
12/28/2020 09:55:00,0.32,2.576,0.10,0.40,0.29,
12/28/2020 10:00:00,0.32,2.576,0.10,0.40,0.29,12.07
12/28/2020 10:05:00,0.26,1.542,0.10,0.40,0.29,
12/28/2020 10:10:00,0.60,23.000,0.10,0.40,0.29,
12/28/2020 10:15:00,0.48,11.736,0.49,0.47,3.64,
12/28/2020 10:20:00,0.38,4.274,0.10,0.50,0.36,
12/28/2020 10:25:00,0.33,2.859,0.10,0.53,0.38,
12/28/2020 10:30:00,0.27,1.659,0.10,0.53,0.38,
12/28/2020 10:35:00,0.24,1.308,0.10,0.54,0.39,
12/28/2020 10:40:00,0.19,0.775,0.10,0.55,0.40,
12/28/2020 10:45:00,0.19,0.775,0.10,0.51,0.37,
12/28/2020 10:50:00,0.07,0.133,0.10,0.56,0.40,
12/28/2020 10:55:00,0.15,0.515,0.10,0.56,0.40,
12/28/2020 11:00:00,0.15,0.515,0.10,0.53,0.38,12.08
12/28/2020 11:05:00,0.13,0.385,0.10,0.49,0.35,
12/28/2020 11:10:00,0.03,0.057,0.10,0.55,0.39,
12/28/2020 11:15:00,0.11,0.255,0.10,0.57,0.41,
12/28/2020 11:20:00,0.14,0.450,0.10,0.57,0.41,
12/28/2020 11:25:00,0.12,0.320,0.10,0.57,0.41,
12/28/2020 11:30:00,0.11,0.255,0.10,0.56,0.40,
12/28/2020 11:35:00,0.11,0.255,0.10,0.53,0.38,
12/28/2020 11:40:00,0.09,0.171,0.10,0.54,0.39,
12/28/2020 11:45:00,0.10,0.190,0.10,0.54,0.39,
12/28/2020 11:50:00,0.12,0.320,0.10,0.57,0.41,
12/28/2020 11:55:00,0.22,1.074,0.10,0.57,0.41,
12/28/2020 12:00:00,0.63,26.132,0.58,2.03,20.06,12.08
12/28/2020 12:05:00,0.60,23.000,0.53,0.47,4.17,
12/28/2020 12:10:00,0.56,19.184,0.40,0.45,2.61,
12/28/2020 12:15:00,0.43,7.426,0.36,0.48,2.38,
12/28/2020 12:20:00,0.39,4.557,0.40,0.52,3.05,
12/28/2020 12:25:00,0.37,3.991,0.10,0.52,0.38,
12/28/2020 12:30:00,0.34,3.142,0.10,0.54,0.39,
12/28/2020 12:35:00,0.28,1.776,0.10,0.54,0.39,
12/28/2020 12:40:00,0.26,1.542,0.10,0.58,0.42,
12/28/2020 12:45:00,0.20,0.840,0.10,0.54,0.39,
12/28/2020 12:50:00,0.16,0.580,0.10,0.54,0.39,
12/28/2020 12:55:00,0.15,0.515,0.10,0.56,0.40,
12/28/2020 13:00:00,0.14,0.450,0.10,0.55,0.40,12.08
12/28/2020 13:05:00,0.12,0.320,0.10,0.51,0.37,
12/28/2020 13:10:00,0.08,0.152,0.10,0.55,0.40,
12/28/2020 13:15:00,0.13,0.385,0.10,0.56,0.40,
12/28/2020 13:20:00,0.11,0.255,0.10,0.54,0.39,
12/28/2020 13:25:00,0.11,0.255,0.10,0.55,0.40,
12/28/2020 13:30:00,0.11,0.255,0.10,0.55,0.40,
12/28/2020 13:35:00,0.10,0.190,0.10,0.56,0.40,
12/28/2020 13:40:00,0.12,0.320,0.10,0.56,0.40,
12/28/2020 13:45:00,0.12,0.320,0.10,0.56,0.41,
12/28/2020 13:50:00,0.14,0.450,0.10,0.55,0.40,
12/28/2020 13:55:00,0.11,0.255,0.10,0.56,0.40,
12/28/2020 14:00:00,0.14,0.450,0.10,0.54,0.39,12.08
12/28/2020 14:05:00,0.08,0.152,0.10,0.57,0.41,
12/28/2020 14:10:00,0.14,0.450,0.10,0.56,0.40,
12/28/2020 14:15:00,0.11,0.255,0.10,1.27,0.91,
12/28/2020 14:20:00,0.11,0.255,0.10,0.58,0.42,
12/28/2020 14:25:00,0.12,0.320,0.10,0.57,0.41,
12/28/2020 14:30:00,0.11,0.255,0.10,0.57,0.41,
12/28/2020 14:35:00,0.11,0.255,0.10,0.58,0.42,
12/28/2020 14:40:00,0.12,0.320,0.10,0.57,0.41,
12/28/2020 14:45:00,0.11,0.255,0.10,0.54,0.39,
12/28/2020 14:50:00,0.09,0.171,0.10,0.54,0.39,
12/28/2020 14:55:00,0.09,0.171,0.10,0.58,0.41,
12/28/2020 15:00:00,0.14,0.450,0.10,0.56,0.40,12.08
12/28/2020 15:05:00,0.11,0.255,0.10,0.55,0.39,
12/28/2020 15:10:00,0.12,0.320,0.10,0.55,0.39,
12/28/2020 15:15:00,0.11,0.255,0.10,1.36,0.98,
12/28/2020 15:20:00,0.12,0.320,0.10,0.58,0.41,
12/28/2020 15:25:00,0.09,0.171,0.10,0.57,0.41,
12/28/2020 15:30:00,0.13,0.385,0.10,0.58,0.42,
12/28/2020 15:35:00,0.12,0.320,0.10,0.58,0.42,
12/28/2020 15:40:00,0.11,0.255,,,0.41,
